Episode,Time,Blocks placed,Final Score,,Promedio
1,1.327208757,21,1150,,1241.904
2,1.133768797,21,1334,,
3,1.151392937,21,1408,,
4,1.312936306,21,1228,,
5,1.530225515,21,930,,
6,1.317846298,21,1086,,
7,1.310977936,21,1308,,
8,1.536685944,21,1240,,
9,1.095359564,21,1362,,
10,1.392174006,21,1462,,
11,1.368281841,21,1304,,
12,1.123779058,21,1414,,
13,1.879576683,21,1286,,
14,1.118047476,21,1338,,
15,1.322824717,21,1360,,
16,1.204021454,21,1256,,
17,1.539670467,19,914,,
18,1.241003036,21,1372,,
19,1.516032219,20,1006,,
20,1.184865236,21,1224,,
21,1.30454421,21,1146,,
22,1.183091879,21,1344,,
23,1.684050798,21,1262,,
24,1.223621845,21,1108,,
25,1.11618042,21,1266,,
26,1.501900434,21,1088,,
27,1.20879364,21,1270,,
28,1.173827648,21,1400,,
29,1.378013849,21,1190,,
30,1.303929567,21,1174,,
31,1.239850283,21,1342,,
32,1.280038595,21,1454,,
33,1.510947227,21,1170,,
34,1.388663054,21,1426,,
35,1.26358676,21,1510,,
36,1.38403964,21,1120,,
37,1.150164604,21,1278,,
38,1.381797075,21,1368,,
39,1.573240995,21,1320,,
40,1.383952856,21,1324,,
41,1.383001328,21,1222,,
42,1.331875563,17,942,,
43,1.504371881,21,1248,,
44,1.087796926,21,1382,,
45,1.256703854,21,1186,,
46,1.35832572,21,1154,,
47,1.138153553,21,1314,,
48,1.527684689,21,1284,,
49,1.040325642,21,1374,,
50,1.458339214,21,1252,,
51,1.292466164,21,1456,,
52,1.355240822,21,1142,,
53,1.586778164,21,1136,,
54,1.283609867,21,1058,,
55,1.060343742,21,1530,,
56,1.418663502,21,1288,,
57,1.72417593,21,1006,,
58,1.211364269,21,1392,,
59,1.639955282,21,1182,,
60,1.523288012,21,1012,,
61,1.269816637,21,1308,,
62,1.308894873,21,1032,,
63,1.199547291,21,1370,,
64,1.289357424,21,1074,,
65,1.409499407,21,1390,,
66,1.315167189,17,1030,,
67,1.453879833,21,1154,,
68,1.31391263,21,1170,,
69,1.460542917,21,1006,,
70,1.328187704,21,1216,,
71,1.153493404,21,1356,,
72,1.439990044,21,1094,,
73,1.348864079,21,1304,,
74,1.299889326,21,1162,,
75,1.363358498,21,1126,,
76,1.259775877,21,1430,,
77,1.415531397,21,1214,,
78,1.327275753,21,1222,,
79,1.243602037,21,1220,,
80,1.285707235,21,1248,,
81,1.334109545,21,1062,,
82,1.417533159,21,1224,,
83,1.598929405,21,1008,,
84,1.456271172,21,1170,,
85,1.233184814,21,1282,,
86,1.290452003,21,1226,,
87,1.245232344,21,1404,,
88,1.30739212,21,1286,,
89,1.397111177,21,1332,,
90,1.233851433,21,1102,,
91,1.172016859,21,1408,,
92,1.390081167,18,952,,
93,1.311034679,21,1022,,
94,1.250809669,21,1244,,
95,1.27118969,21,1282,,
96,1.436213017,20,1078,,
97,1.434562445,21,1208,,
98,1.281590223,21,1324,,
99,1.249217033,21,1362,,
100,1.413872719,21,1042,,
101,1.385982752,21,1292,,
102,1.351859093,21,972,,
103,1.32333374,21,1116,,
104,1.602252722,21,1214,,
105,1.569056988,21,1176,,
106,1.274972439,21,1148,,
107,1.358355284,21,1040,,
108,1.687509298,21,1298,,
109,1.251319647,21,1302,,
110,1.623993158,21,1106,,
111,1.211740971,21,1342,,
112,1.203864574,21,1194,,
113,1.667150259,21,1062,,
114,1.373338461,21,1174,,
115,1.297681332,21,1266,,
116,1.26841855,21,1482,,
117,1.114268064,21,1250,,
118,1.278186798,21,1078,,
119,1.38034153,21,1294,,
120,1.388484716,21,1246,,
121,1.317838907,21,1258,,
122,1.4483459,21,1222,,
123,1.434992313,21,1120,,
124,1.206616402,21,1444,,
125,1.348129034,21,1172,,
126,1.074976206,21,1354,,
127,1.377233744,21,1286,,
128,1.238688946,21,1122,,
129,1.346502304,21,1154,,
130,1.404803038,21,1178,,
131,1.033757925,21,1368,,
132,1.084322929,21,1284,,
133,1.256430864,21,1388,,
134,1.379705667,21,1114,,
135,1.332152843,21,1320,,
136,1.213496208,21,1452,,
137,1.210686922,21,1284,,
138,1.501660585,21,1228,,
139,1.421958208,21,1388,,
140,1.230861425,21,1180,,
141,1.33560133,21,1364,,
142,1.533028841,20,1144,,
143,1.509104967,21,1116,,
144,1.361862183,21,1406,,
145,1.30098772,21,1082,,
146,1.267371178,21,1200,,
147,1.101583958,21,1372,,
148,0.847373247,21,1442,,
149,1.489168882,21,1156,,
150,1.704403639,21,1090,,
151,1.302313566,21,1208,,
152,1.616616726,21,1164,,
153,1.249602318,21,1346,,
154,1.092184544,21,1296,,
155,1.408002853,21,1310,,
156,1.206293106,21,1252,,
157,1.220003843,21,1338,,
158,1.699592352,21,1160,,
159,1.068533897,21,1488,,
160,1.516904831,21,976,,
161,1.469989538,21,1340,,
162,1.399001598,21,1264,,
163,1.470318079,21,996,,
164,1.388338804,21,1216,,
165,1.399404287,21,1196,,
166,1.181316376,21,1350,,
167,1.418755054,18,998,,
168,1.537141562,21,1192,,
169,1.320089817,21,1272,,
170,1.33733654,21,1240,,
171,1.146835089,21,1252,,
172,1.101873875,21,1412,,
173,1.154115438,21,1350,,
174,1.174001217,15,582,,
175,1.361028194,21,1244,,
176,1.217673302,21,1272,,
177,1.58381629,18,772,,
178,1.552513123,21,1222,,
179,1.215991497,21,1514,,
180,1.236162424,21,1406,,
181,1.245509148,21,1480,,
182,1.348791838,21,932,,
183,1.393636227,21,1116,,
184,1.31092906,21,1212,,
185,1.145903349,21,1360,,
186,1.335055351,21,1282,,
187,1.218284369,21,1456,,
188,1.216629505,21,1280,,
189,1.335443497,21,1246,,
190,1.292113781,21,1134,,
191,1.148312569,21,1228,,
192,1.320529222,21,836,,
193,1.39550519,21,1254,,
194,1.508756399,21,1172,,
195,1.267312527,21,1308,,
196,1.316757917,21,1230,,
197,1.350924015,21,1326,,
198,1.291985989,21,1366,,
199,1.390781164,21,1194,,
200,1.373127222,21,1296,,
201,1.381165266,21,1284,,
202,1.304082632,21,1122,,
203,1.275256634,21,1252,,
204,1.430687428,21,1052,,
205,1.52722764,21,916,,
206,1.307208538,20,674,,
207,1.521415949,21,1364,,
208,1.217546463,21,1230,,
209,1.457990885,21,1014,,
210,1.391586065,21,942,,
211,1.358624458,21,1318,,
212,1.363233566,21,1086,,
213,1.702003479,21,1056,,
214,1.387934685,21,1156,,
215,1.462524652,21,994,,
216,1.204906225,21,1310,,
217,1.559405327,21,1108,,
218,1.342899084,21,1420,,
219,1.463772535,16,952,,
220,1.426411152,21,1322,,
221,0.998003244,21,1408,,
222,1.384536743,21,1312,,
223,1.223531961,21,1318,,
224,1.119002581,21,1278,,
225,1.439996958,21,1118,,
226,1.174029112,21,1364,,
227,1.174186707,21,1224,,
228,1.252999544,21,1294,,
229,1.054530382,21,1436,,
230,1.139993429,21,1350,,
231,1.08600688,21,1452,,
232,1.186381102,21,1262,,
233,1.578526974,21,1130,,
234,1.130547285,21,1246,,
235,1.358999252,21,1324,,
236,1.346997023,21,1214,,
237,1.1734972,21,1232,,
238,1.399456263,21,1120,,
239,1.153599501,21,1294,,
240,1.079697609,21,1426,,
241,1.322197437,21,1190,,
242,1.515921593,21,1050,,
243,1.221429586,21,1358,,
244,1.131849051,21,1340,,
245,1.351999044,21,1048,,
246,1.435603619,21,966,,
247,1.317901373,20,900,,
248,1.205020428,21,1338,,
249,1.150122166,21,1338,,
250,1.280227661,21,1276,,
251,1.342982292,21,1336,,
252,1.242012024,21,1168,,
253,1.250430107,21,1332,,
254,1.45908618,21,1084,,
255,1.515395164,21,1278,,
256,1.304860115,21,1188,,
257,1.402474403,21,1096,,
258,1.219763041,21,1298,,
259,1.482098818,21,1098,,
260,1.368869305,21,1258,,
261,1.233088255,21,1188,,
262,1.318407774,21,1456,,
263,1.321212769,21,1180,,
264,1.14983511,21,1412,,
265,1.218870878,21,1272,,
266,1.357592583,21,1136,,
267,1.247681141,21,1198,,
268,1.246103525,21,1466,,
269,1.375646591,21,1452,,
270,1.48139596,21,1146,,
271,1.507341623,21,1196,,
272,1.445713997,21,1084,,
273,1.227091789,21,1370,,
274,1.275174618,21,1012,,
275,1.389219046,21,1148,,
276,1.377735376,21,1186,,
277,1.255672932,21,1164,,
278,1.63679862,21,1346,,
279,1.388251543,21,1424,,
280,1.461966991,21,1230,,
281,1.193138838,21,1364,,
282,1.485971689,21,1240,,
283,1.307325363,21,1064,,
284,1.153796911,21,1272,,
285,1.222416639,21,1468,,
286,1.294708967,21,1032,,
287,1.318701267,21,1304,,
288,1.275013924,21,1160,,
289,1.164552927,21,1256,,
290,1.380829811,21,1288,,
291,1.357419729,21,1190,,
292,1.188999176,21,1498,,
293,1.549012661,21,1204,,
294,1.160998344,21,1388,,
295,1.125516653,21,1458,,
296,1.234005213,21,1182,,
297,1.28799963,21,1250,,
298,1.243514061,21,1200,,
299,1.625231028,21,1100,,
300,1.568239689,21,1154,,
301,1.485998631,21,1210,,
302,1.42498064,21,1232,,
303,1.15051651,21,1204,,
304,1.353345871,21,1020,,
305,1.429012775,21,1262,,
306,1.490982771,21,1202,,
307,1.502997875,21,1108,,
308,1.225996494,21,1248,,
309,1.367018461,21,1122,,
310,1.233040094,21,1334,,
311,1.115445614,21,1378,,
312,1.259010792,21,1276,,
313,1.336550713,21,1200,,
314,1.28526926,21,1114,,
315,1.586006641,21,1088,,
316,1.393992662,21,1188,,
317,1.195066214,21,1328,,
318,1.617010593,21,1222,,
319,1.497000694,21,1270,,
320,1.302041054,18,946,,
321,1.432044983,21,1296,,
322,1.575004339,21,1494,,
323,1.465002298,21,1266,,
324,1.395999432,21,1312,,
325,1.512008905,21,1114,,
326,1.298000813,21,1132,,
327,1.068001747,21,1490,,
328,1.515011549,21,992,,
329,1.258528948,21,994,,
330,1.172934294,21,1310,,
331,1.295697689,21,1270,,
332,1.191302538,21,1216,,
333,1.483522654,21,1188,,
334,1.096999884,21,1434,,
335,1.233513832,21,1338,,
336,1.373471498,21,1262,,
337,1.387001753,21,846,,
338,1.236000776,21,1324,,
339,1.533004761,20,1094,,
340,1.173013926,21,1358,,
341,1.479001045,21,1150,,
342,1.361229181,21,1176,,
343,1.12913537,21,1408,,
344,1.309000254,21,1432,,
345,1.13106966,21,1420,,
346,1.147998571,21,1340,,
347,1.270971298,21,1246,,
348,1.302010775,21,1190,,
349,1.338525772,21,1282,,
350,1.388000488,19,958,,
351,1.265528202,21,1306,,
352,1.282477379,21,1532,,
353,1.527003765,21,962,,
354,1.457157373,21,1034,,
355,1.139015436,21,1342,,
356,1.477000713,21,1234,,
357,1.151996136,21,1320,,
358,1.205998182,21,1274,,
359,1.30300045,21,1288,,
360,1.507038593,21,1184,,
361,1.269360781,21,1324,,
362,1.387996912,21,1214,,
363,1.15300703,21,1330,,
364,1.336012363,21,1378,,
365,1.504007816,21,1334,,
366,1.183995962,21,1342,,
367,1.228983641,21,1360,,
368,1.46137166,21,944,,
369,1.631011724,21,1100,,
370,1.037009716,21,1434,,
371,1.26251173,21,1218,,
372,1.57200861,21,1132,,
373,1.359025955,21,1276,,
374,1.22201705,21,1432,,
375,1.303001404,21,1378,,
376,1.595612288,18,770,,
377,1.283574104,21,1274,,
378,1.172616243,21,1280,,
379,1.350012064,21,1148,,
380,1.138992071,21,1354,,
381,1.738232851,21,1054,,
382,1.260002136,21,1440,,
383,1.237995625,21,1236,,
384,1.204999685,21,1446,,
385,1.433207273,20,972,,
386,1.340208769,21,1292,,
387,1.106993675,21,1380,,
388,1.2395432,21,1356,,
389,1.345015526,21,1270,,
390,1.392996311,21,1274,,
391,1.471923828,21,1318,,
392,1.055003166,21,1362,,
393,1.195520163,21,1304,,
394,1.203999043,21,1332,,
395,1.201000214,21,1414,,
396,1.27499938,21,1298,,
397,1.195013523,21,1318,,
398,1.28399086,21,1314,,
399,1.383000612,21,1368,,
400,1.382007837,21,1210,,
401,1.217014551,21,1280,,
402,1.200997353,21,1414,,
403,1.302999735,21,1188,,
404,1.322526217,21,1410,,
405,1.243908644,21,1256,,
406,1.203999996,21,1182,,
407,1.131995678,21,1312,,
408,1.340523481,21,1128,,
409,1.362335443,21,1246,,
410,1.35651803,21,1280,,
411,1.230448246,21,1440,,
412,1.108025074,21,1374,,
413,1.512388229,21,946,,
414,1.299996853,21,1250,,
415,1.574383259,21,1094,,
416,1.203036547,21,1328,,
417,1.321001291,21,1178,,
418,1.25574255,21,1242,,
419,1.360000849,21,1318,,
420,1.324928522,21,1232,,
421,1.032007217,21,1424,,
422,1.332000256,21,1166,,
423,1.435882807,21,1052,,
424,1.280998468,21,1332,,
425,1.299001932,21,1370,,
426,1.556004286,21,1198,,
427,1.25001049,21,1138,,
428,1.266235828,21,1266,,
429,0.981999397,21,1552,,
430,1.473998547,21,1228,,
431,1.545994997,21,1154,,
432,1.366565704,21,1234,,
433,1.34504056,21,1362,,
434,1.398010015,21,1466,,
435,1.165984631,21,1248,,
436,1.574541092,21,1196,,
437,1.587421417,21,944,,
438,1.386748314,21,1306,,
439,1.3027215,21,1044,,
440,1.272616625,21,1228,,
441,1.536459208,21,1092,,
442,1.329003334,21,1024,,
443,1.491377115,21,1390,,
444,1.180132389,21,1140,,
445,1.2570014,21,1248,,
446,1.407000065,21,1250,,
447,1.501530886,21,1156,,
448,1.404999971,21,1156,,
449,1.551003456,21,1252,,
450,1.314999819,21,1318,,
451,1.106595278,21,1410,,
452,1.509004593,20,892,,
453,1.202005386,21,1362,,
454,1.462003469,21,1110,,
455,1.270007372,21,1114,,
456,1.38299799,21,1300,,
457,1.379999399,21,1222,,
458,1.240990162,21,1060,,
459,1.417000055,21,1434,,
460,1.144000292,21,1342,,
461,1.290202618,21,1238,,
462,1.589902639,21,1184,,
463,1.194999695,21,1192,,
464,1.411340952,21,1088,,
465,1.357555866,21,1114,,
466,1.405008554,21,1202,,
467,1.397992373,21,1280,,
468,1.438999653,21,1152,,
469,1.338005781,19,898,,
470,1.367999315,21,1402,,
471,1.377994061,21,1326,,
472,0.986005545,21,1384,,
473,1.383167505,21,1192,,
474,1.260016918,21,1344,,
475,1.277021646,21,1212,,
476,1.140000343,21,1190,,
477,1.566518545,21,982,,
478,1.295994997,21,1134,,
479,1.444527626,21,1142,,
480,1.44801569,21,1194,,
481,1.286705256,21,1296,,
482,1.29750514,21,1288,,
483,1.118011951,21,1298,,
484,1.177004337,21,1252,,
485,1.24899888,21,1164,,
486,1.550998926,21,1192,,
487,1.366005898,21,1140,,
488,1.236299515,21,1416,,
489,1.443999767,21,1192,,
490,1.318999767,21,1270,,
491,1.3405931,21,1354,,
492,1.322136402,21,1222,,
493,1.236525774,21,1236,,
494,1.260530472,21,1196,,
495,1.384001493,21,1012,,
496,1.147053003,21,1372,,
497,1.488071918,21,1350,,
498,1.323043108,21,1220,,
499,1.222036362,21,1360,,
500,1.372000694,21,1354,,
501,1.437000513,21,1034,,
502,1.223031998,21,1244,,
503,1.397008896,21,1220,,
504,1.316485882,21,1274,,
505,1.19999814,21,1268,,
506,1.235994339,21,1102,,
507,1.252523422,21,1236,,
508,1.315002441,21,1328,,
509,1.169997454,21,1326,,
510,1.23099947,21,1186,,
511,1.383268833,21,1332,,
512,1.311002493,21,1092,,
513,1.31099987,21,1274,,
514,1.260000944,21,1238,,
515,1.413020849,21,1304,,
516,1.268025398,21,1236,,
517,1.200999737,21,1286,,
518,1.300002813,21,1228,,
519,1.586000443,21,1078,,
520,1.438401699,21,1200,,
521,1.407520294,21,1228,,
522,1.504998922,21,1174,,
523,1.388855219,21,1470,,
524,1.274996042,21,1336,,
525,1.246001959,21,1246,,
526,1.251000881,21,1334,,
527,1.333005428,21,1438,,
528,1.361515045,21,1218,,
529,1.167050123,21,1468,,
530,1.332532406,21,1076,,
531,1.413001537,21,1134,,
532,1.253534317,21,1436,,
533,1.441003561,21,1148,,
534,1.319999695,21,1088,,
535,1.232908487,21,1242,,
536,1.052006245,21,1402,,
537,1.457066774,19,1006,,
538,1.287008286,21,1418,,
539,1.398536444,21,1068,,
540,1.357001305,21,1182,,
541,1.511037588,21,1064,,
542,1.230000019,21,1426,,
543,1.194527149,21,1416,,
544,1.160997391,21,1394,,
545,1.206002474,21,1402,,
546,1.235017061,21,1360,,
547,1.144510269,21,1292,,
548,1.313000441,21,1132,,
549,1.208195686,21,1358,,
550,1.30499959,21,1250,,
551,1.460994482,21,1148,,
552,1.125002384,21,1282,,
553,1.045001984,21,1458,,
554,1.356995583,21,1160,,
555,1.416000605,21,1370,,
556,1.461997271,21,1196,,
557,1.559982538,21,1232,,
558,1.335001469,21,1376,,
559,1.309000492,21,1186,,
560,1.502030849,21,1120,,
561,1.328002214,21,1148,,
562,1.348131657,21,1148,,
563,1.504718065,21,1090,,
564,1.342000961,21,1246,,
565,1.342998981,21,1260,,
566,1.333011389,21,1266,,
567,1.079423428,21,1348,,
568,1.390036583,21,1296,,
569,1.39539814,21,1336,,
570,1.297999144,21,998,,
571,1.427997828,21,1038,,
572,1.411007643,18,736,,
573,1.461000204,21,1278,,
574,1.390998602,21,1290,,
575,1.205999374,21,1180,,
576,1.066782475,21,1320,,
577,1.47006011,21,1278,,
578,1.396061897,21,1086,,
579,1.385000706,21,1234,,
580,1.227037907,21,1242,,
581,1.497045279,21,1260,,
582,1.268994808,21,1386,,
583,1.33504343,21,1278,,
584,1.156536102,21,1464,,
585,1.385002375,21,1390,,
586,1.315000296,21,1268,,
587,1.230998755,21,1260,,
588,1.288837671,21,1264,,
589,1.76499939,21,1024,,
590,1.255999565,21,1218,,
591,1.577999353,21,1074,,
592,1.307999372,21,1478,,
593,1.440007687,21,1286,,
594,1.572516203,21,1310,,
595,1.658529282,21,1340,,
596,1.364996433,21,1300,,
597,1.397481918,21,1310,,
598,1.374525547,21,1450,,
599,1.370391607,21,1176,,
600,1.322751284,21,1322,,
601,1.339816093,21,1354,,
602,1.180999041,21,1266,,
603,1.530000687,17,866,,
604,1.381021976,21,1230,,
605,1.392999411,21,1224,,
606,1.407999754,21,1168,,
607,1.308991194,21,1400,,
608,1.306996822,21,1166,,
609,1.293001413,21,1310,,
610,0.995065689,21,1414,,
611,1.516000986,21,1344,,
612,1.525959253,21,1112,,
613,0.919017315,21,1452,,
614,1.249993086,21,1150,,
615,1.596502781,21,1198,,
616,1.307005167,21,1208,,
617,1.400016069,21,1320,,
618,1.258097172,21,1262,,
619,1.22852087,21,1158,,
620,1.285999775,21,1248,,
621,1.234999418,21,1470,,
622,1.333521605,21,1342,,
623,1.386040211,21,1378,,
624,1.138993979,21,1384,,
625,1.489998579,21,1092,,
626,1.43799901,21,1106,,
627,1.242987871,21,1244,,
628,1.372536421,21,1310,,
629,1.329645872,21,1270,,
630,1.063995838,21,1374,,
631,1.34786582,21,1304,,
632,1.371038437,21,1304,,
633,1.290999651,21,1450,,
634,1.253997564,21,1218,,
635,1.460057735,21,1238,,
636,1.190007925,21,1350,,
637,1.402077913,21,1252,,
638,1.347017527,21,1202,,
639,1.557001591,21,970,,
640,1.518000603,21,1006,,
641,1.406005621,21,1138,,
642,1.232997894,21,1346,,
643,1.581090927,21,1018,,
644,1.034760475,21,1498,,
645,1.192495108,21,1300,,
646,1.169829369,21,1242,,
647,1.361002207,21,1166,,
648,1.450519323,21,994,,
649,1.421998262,21,1136,,
650,1.186005354,21,1382,,
651,1.468017578,21,1226,,
652,1.05337286,21,1500,,
653,1.210011482,21,1228,,
654,1.445993662,21,1430,,
655,1.488108158,21,1234,,
656,1.897001505,21,890,,
657,1.456022024,21,1236,,
658,1.245998383,21,1168,,
659,1.346998692,21,1170,,
660,1.260542393,21,1116,,
661,1.623999596,21,1124,,
662,1.513526201,21,1210,,
663,1.142525434,21,1304,,
664,1.016999722,21,1492,,
665,1.383996964,21,1354,,
666,1.258000374,21,1392,,
667,1.15399909,21,1458,,
668,1.305989265,21,1170,,
669,1.192002535,21,1454,,
670,1.289999485,21,1314,,
671,1.083080769,21,1316,,
672,1.005454302,21,1498,,
673,1.265993834,21,1232,,
674,1.134005785,21,1344,,
675,1.524017334,21,1214,,
676,1.300999403,21,1392,,
677,1.103007317,21,1400,,
678,1.210001469,21,1244,,
679,1.594092607,21,1036,,
680,1.456509829,21,1260,,
